Year,Title,Speakers,Description,Products,Solutions,Industries,Other_Topics,Session_Focus,Type,Skill_Level,Track,Role,RecordingLink,SlideLink
2017,Cisco and Splunk Innovation Through the Power of Integration,"Douglas Hurd, MD, Cisco; Karthik Karupasamy, Product Manager, Cisco UCS, Cisco; Colin Lowenberg, Global Transformational Partners, Cisco; Robert Novak, Technical Solutions Architect, Big Data & Analytics, Cisco","Cisco has one of the most complete technology solution portfolios in the industry, and through an industry-leading set of Splunk integrations, the power of Splunk and Cisco together will make your environment easier to manage, faster to respond to, and safer to operate. Come hear from three teams within Cisco whose technologies feature Splunk integrations. Cisco Meraki will talk about using APIs to correlate network and infrastructure data, including a case study with the government of the largest Latin American country. Cisco UCS will discuss our mutually validated integrated architectures, automated deployment platforms, and Splunk integration with Cisco UCS itself. And Cisco Security will look at on-premises, mobile, and cloud-based security offerings brought together through the Splunk platform to simplify monitoring and accelerate incident response throughout the enterprise.","Splunk Enterprise Security, Splunk Cloud, Splunk Enterprise","Security / Compliance / Fraud, Application Delivery, IT Operations, Big Data, Cloud Strategies",,"Getting Data In, Security Use Case Development, Search Language, Investigation, SecOps, Search, Investigate",Search / Insights / Analytics,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","Business Manager, Architect, CISO, Administrator, CTO, Site Reliability/Systems Engineer, Developer, CIO, Data Scientist/Analyst, Operations Manager, Security Analyst, Splunk Technical Champion",conf.splunk.com/files/2017/recordings/cisco-and-splunk-innovation-through-the-power-of-integration.mp4,conf.splunk.com/files/2017/slides/cisco-and-splunk-innovation-through-the-power-of-integration.pdf
2017,Continuing Collaboration Between Operations and Research - The Impact of Student Achievement Predictions on Operational Predictions,"Cyndi Backstrom, Senior IT Operations Analyst, University of Nevada - Las Vegas; Matthew Bernacki, Assistant Professor of Educational Psychology and Higher Education, University of Nevada - Las Vegas","IT professionals in higher education live and breathe the operational data that Splunk excels at searching, managing and modeling...but their statistical background is typically limited. Many researchers at universities are skilled statistical analysts... but often lack the rich data needed to answer their research questions. This presentation continues the story of an Operations+Research collaboration at UNLV. In this chapter, we turn our attention to UNLV projects that employ machine learning using Splunk's Machine Learning Toolkit (MLTK) and other software platforms. Topics include a review of educational research and intervention for student success, Operations utilization of MLTK for tuned alerting, and scaling a solution for research needs with MLTK.",Splunk Enterprise,"Big Data, Business Analytics, IT Operations, Log Management","Public Sector, Higher Education","Using Splunk, Best Practices, Platform Extensibility, Automation, Behavioral Analytics & Machine Learning, Search, Workflow, Getting Data In, App Ecosystem, Visualizations, Alert Actions, Machine Learning, Managing Splunk",Business Analytics,Breakout Session,Intermediate,Business Analytics,"CIO, CTO, Developer, Business Manager, Administrator, Splunk Technical Champion, Operations Manager",conf.splunk.com/files/2017/recordings/continuing-collaboration-between-operations-and-research-the-impact-of-student-achievement-predictions-on-operational-predictions.mp4,
2017,Creating Your Own Splunk Learning Environment,"Luke Netto, Senior Professional Services Consultant, Splunk","You have Splunk installed and created dashboards and reports. Yet, you are still having a hard time gaining traction. Are you also experiencing difficulty getting coworkers hooked on SPL? Are you being overwhelmed with report requests? Or maybe you just want to learn how to search using the Splunk platform, but lack the data? In this session you will learn how to create a Splunk Learning Environment, using apps available on Splunkbase. You will learn how to use Eventgen and readily available apps to generate sample data of almost any flavor. At the end of the session, you will have a functioning learning environment on your own laptop!",Splunk Enterprise,"Log Management, IoT & Industrial Data, IT Operations, Security / Compliance / Fraud, Application Delivery, Business Analytics, Cloud Strategies, Big Data","Financial Services, Media & Entertainment, Non-Profit, Higher Education, Communications, Energy & Utilities, Healthcare, Travel & Transportation, Technology, Aerospace & Defense, Public Sector, Diversity in Technology, Online Services, Manufacturing, Retail","App Ecosystem, Using Splunk, Dev Tools, Getting Data In, Best Practices, Search, Analyzing Data Types, Analyzing Endpoint Data, Analyzing Network Data, Search Language, Visualizations, Managing Splunk",Splunk Administration & Scaling,Breakout Session,Good for all skill levels,Foundations / Platform,"Architect, Administrator, Developer, Splunk Technical Champion, Data Scientist/Analyst",conf.splunk.com/files/2017/recordings/creating-your-own-splunk-learning-environment.mp4,conf.splunk.com/files/2017/slides/creating-your-own-splunk-learning-environment.pdf
2017,Creating a Threat-Based Cyber Team,"Todd Kight, MD, Johns Hopkins University; Anthony Talamantes, Manager, Defensive Cyber Operations, Johns Hopkins University","With cyberactors evolving quickly and becoming stealthier, challenging the status quo of existing cyber operations is now imperative. We will outline a case study showing how an incident response exercise led to changes in focus and philosophy and how that process changed the structure of Defensive Cyber Operations at Johns Hopkins Applied Physics Laboratory.",Splunk Enterprise,"Security / Compliance / Fraud, IT Operations","Public Sector, Non-Profit, Financial Services",,Monitoring & Triaging,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","Business Manager, Security Analyst, Architect",conf.splunk.com/files/2017/recordings/creating-a-threat-based-cyber-team.mp4,conf.splunk.com/files/2017/slides/creating-a-threat-based-cyber-team.pdf
2017,Custom Visualizations and You,"Scott Haskell, Principal Architect, Splunk","Take a deep dive into the custom visualization framework. Learn how Splunk empowers you to build your own visualizations that help solve business-critical problems. This talk will show you everything you need to know about how to build a custom visualization, including packaging, coding, API specifics, best practices and building community. Work through real-world examples by dissecting the very popular Clustered Single Value Map Visualization (https://splunkbase.splunk.com/app/3124/). By the end of this talk, you'll be inspired to create your own custom visualizations and share them with the Splunk community.",Splunk Enterprise,"Big Data, Application Delivery, Security / Compliance / Fraud, Cloud Strategies, IT Operations, IoT & Industrial Data, Business Analytics, Log Management","Technology, Aerospace & Defense, Public Sector, Diversity in Technology, Retail, Online Services, Non-Profit, Higher Education, Healthcare, Travel & Transportation, Communications, Energy & Utilities, Financial Services, Media & Entertainment, Manufacturing","Dev Tools, Content, Framework, App Ecosystem, Visualizations, Basic Content",What the Splunk?!?!,Breakout Session,Advanced,Foundations / Platform,"Splunk Technical Champion, Developer, Administrator, Architect, Data Scientist/Analyst",conf.splunk.com/files/2017/recordings/custom-visualizations-and-you.mp4,conf.splunk.com/files/2017/slides/custom-visualizations-and-you.pdf
2017,Dashboard Wizardry,"Yuxiang Kou, Software Engineer, Splunk; Siegfried Puchbauer, Principal Software Engineer, Splunk","Splunk dashboards and forms provide a solid framework from which to quickly compose static content for showing and visualizing data from search results. Tapping into the full power of SimpleXML enables you to go beyond and build rich interactions and workflows into your dashboards without resorting to code. In this session, you'll learn from the creators of the dashboard framework about how to take a rudimentary dashboard and advance it to provide a rich and interactive user experience. It will cover the hooks and building blocks available in SimpleXML, including the new ones introduced in the latest versions of Splunk Enterprise.",Splunk Enterprise,"Log Management, Security / Compliance / Fraud, Application Delivery, Business Analytics, IT Operations, Big Data, IoT & Industrial Data, Cloud Strategies","Communications, Energy & Utilities, Financial Services, Media & Entertainment, Manufacturing, Retail, Online Services, Non-Profit, Higher Education, Healthcare, Travel & Transportation, Technology, Aerospace & Defense, Public Sector, Diversity in Technology","Using Splunk, Dev Tools, Visualizations, What's New, Workflow, Content, Search Language",Application Performance & Analytics,Breakout Session,Intermediate,Foundations / Platform,"Data Scientist/Analyst, Splunk Technical Champion, Developer, Administrator, Architect",conf.splunk.com/files/2017/recordings/dashboard-wizardry.mp4,conf.splunk.com/files/2017/slides/dashboard-wizardry.pdf
2017,"Dashboards, Alerting, Reporting and Visualization - What's New","Nicholas Filippi, Product Management, Splunk; Patrick Ogdin, Principal Product Manager, Splunk","Meet the growing demand for richer and more efficient dashboards and visualizations by learning about all the newest framework enhancements. Walk-through the latest updates to visualizations, drill down and more.","Splunk Enterprise, Splunk Cloud","Business Analytics, Big Data, Log Management, IT Operations","Communications, Energy & Utilities, Financial Services, Non-Profit, Manufacturing, Retail, Media & Entertainment, Online Services, Higher Education, Healthcare, Travel & Transportation, Technology, Aerospace & Defense, Public Sector",,Search / Insights / Analytics,Breakout Session,Intermediate,Foundations / Platform,"Security Analyst, Architect, Business Manager, Developer, Operations Manager, Splunk Technical Champion, Data Scientist/Analyst",conf.splunk.com/files/2017/recordings/dashboards-alerting-reporting-and-visualization-whats-new.mp4,conf.splunk.com/files/2017/slides/dashboards-alerting-reporting-and-visualization-whats-new.pdf
2017,Data Obfuscation and Field Protection in Splunk,"Angelo Brancato, Security Specialist, Splunk; Dirk Nitschke, Senior Sales Engineer, Splunk","Your events are most likely made up of sensitive data, and you've been asked to obfuscate it for risk mitigation or compliance with standards such as PCI, HIPAA, GDPR and others. Join this session to learn about options Splunk offers to anonymize or pseudonymize data at various stages in your environment, while still being able to analyze and correlate said data. Learn about the impact of each method and how to select the right ones for your use cases. You'll even see how you can integrate a third-party crypto-appliance into Splunk for field protection.","Splunk Cloud, Splunk Enterprise Security, Splunk Enterprise","IoT & Industrial Data, Big Data, Business Analytics, Security / Compliance / Fraud, IT Operations, Log Management, Cloud Strategies","Aerospace & Defense, Public Sector","Best Practices, Managing Splunk",Compliance & Regulations,Breakout Session,Intermediate,Foundations / Platform,"Administrator, Security Analyst, Splunk Technical Champion, CISO",conf.splunk.com/files/2017/recordings/data-obfuscation-and-field-protection-in-splunk.mp4,conf.splunk.com/files/2017/slides/data-obfuscation-and-field-protection-in-splunk.pdf
2017,Data Onboarding: Where Do I Begin?,"Luke Netto, Senior Professional Services Consultant, Splunk","How do I get data into the Splunk platform? What is a sourcetype? Does Splunk already know how to handle my data? What app do I use? What if all my data is syslog? If you tend to ask these types of questions, then this session is for you. It is a walk through onboarding fundamentals. We will discuss the importance of a timestamp and what to do if your data doesn't have one. We will explain when to use an existing sourcetype and when to create a new one. We will also review the process of examining an app from Splunkbase and determining what sourcetype the app expects. By the end of this session you will no longer use syslog as a sourcetype, but as a means of collecting data.","Splunk Enterprise, Splunk Cloud","Cloud Strategies, Business Analytics, Application Delivery, Security / Compliance / Fraud, Log Management, IT Operations, IoT & Industrial Data, Big Data","Non-Profit, Online Services, Healthcare, Travel & Transportation, Technology, Financial Services, Higher Education, Communications, Energy & Utilities, Diversity in Technology, Media & Entertainment, Aerospace & Defense, Public Sector, Retail, Manufacturing","App Ecosystem, Dev Tools, Getting Data In, Best Practices, Search, Analyzing Data Types, Search Language, HTTP Event Collector, Managing Splunk",Splunk Administration & Scaling,Breakout Session,Intermediate,Foundations / Platform,"Data Scientist/Analyst, Splunk Technical Champion, Developer, Administrator, Architect",conf.splunk.com/files/2017/recordings/data-onboarding-where-do-i-begin.mp4,
2017,Data Science Ops in Practice - Learn How Splunk Enables Fast Science for Cybersecurity Operations,"David Brenman, MD, Booz Allen Hamilton; Olisa Stephensbailey, Technical Director, Booz Allen Hamilton","This session will provide real-world examples of how one data-science team has been providing quick turnaround operational support within the federal sector with our client (U.S. Cyber Command). We will walk through how our agile workflow allows flexibility in identifying data analytic needs to complement cyber analysis, include a real-world scenario showing how we fought through cultural barriers to deliver impact-to-security reporting and outline how Splunk can be leveraged for analyzing both big and small data challenges, while leveraging machine learning. Those that attend this session will walk away armed with actionable steps they can employ within their own government organizations that will foster growth and collaboration between cyber analysts, mission directors and data scientists alike! At the conclusion of our talk, we will announce new modular advanced analytics/machine learning apps that were developed with the Booz Allen and Splunk partnership and tested in Operations.",Splunk Enterprise,"Big Data, Security / Compliance / Fraud","Public Sector, Aerospace & Defense",,Security Analytics & Machine Learning,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","Splunk Technical Champion, Data Scientist/Analyst, Operations Manager, Security Analyst",conf.splunk.com/files/2017/recordings/data-science-ops-in-practice-learn-how-splunk-enables-fast-science-for-cybersecurity-operations.mp4,conf.splunk.com/files/2017/slides/data-science-ops-in-practice-learn-how-splunk-enables-fast-science-for-cybersecurity-operations.pdf
2017,Data Wars: A New Hope for IT & Security Insights,"Jade Catalano, Senior Product Marketing Manager, Security, Splunk; Rob Christian, Senior Sales Engineer, Splunk","Ever wonder what insights you're missing out on? What if you could expand the view of your data while reducing noise so you can focus on what is most critical? Many times you look at data through the lens of your own challenges, but what happens when you can multiply what you know? Often, the same data you are using to help solve security problems also provides valuable insight into IT issues, and vice versa. IT staff often lose too much time to troubleshooting and investigating events, causing them to miss important alerts, while security teams are lost chasing false positives. In this session you will learn to reduce alert fatigue and cut down the noise by correlating across IT and security. Gain different perspectives around authentication, firewall traffic and performance data, whether you're an IT or security practitioner. Leverage, visualize and correlate data from across your infrastructure to improve your reaction time, determine root cause and accelerate remediation.","Splunk Enterprise, Splunk Cloud","Application Delivery, Security / Compliance / Fraud, IT Operations, Big Data, Log Management",,,What the Splunk?!?!,Breakout Session,Good for all skill levels,Foundations / Platform,"Security Analyst, Administrator, Operations Manager, Splunk Technical Champion",conf.splunk.com/files/2017/recordings/data-wars-a-new-hope-for-it-and-security-insights.mp4,conf.splunk.com/files/2017/slides/data-wars-a-new-hope-for-it-security-insights.pdf
2017,Data Your Way-Unlocking the IBM Z Black Box,"Daniel Wiegand, Senior Offering Manager, IBM","This session will cover how you can tap into the vast amounts of IBM Z Systems mainframe operational data to get a single pane-of-glass view of your distributed and mainframe environments. IBM Common Data Provider for Z can collect, filter and stream Z Systems operational data in near real time. Your teams can gain insight into the operational health of critical business systems to ensure that they deliver the services your customers expect or to quickly diagnose issues when they arise.",,IT Operations,"Technology, Healthcare, Public Sector, Financial Services, Retail",,,Breakout Session,Good for all skill levels,IT Operations,,conf.splunk.com/files/2017/recordings/data-your-way-unlocking-the-ibm-z-black-box.mp4,conf.splunk.com/files/2017/slides/data-your-way-unlocking-the-ibm-z-black-box.pdf
2017,Deeper Insights into Human Bias in Algorithms: A Fireside Chat with Industry Experts,"Jeremy Epstein, Deputy Division Director for the National Science Foundation's Division of Computer and Network Systems, National Science Foundation; Archana Ganapathi, Director Data Strategy, Splunk; Mehdi Jamei, Executive Director, Bayes Impact; Adam Oliner, Director of Engineering, Splunk","Join Splunk's own Data Scientist and Director of Engineering, Adam Oliner, as he hosts a discussion on the topic of algorithmic accountability. When machines are making the decisions, what assumptions have we unconsciously taught them to apply? Why is it so difficult to mitigate baked-in biases? Learn about the broad reach of human biases and why accounting for diversity counts.",,Big Data,Diversity in Technology,"Behavioral Analytics & Machine Learning, Machine Learning, Diversity in Technology",Diversity in Technology,Breakout Session,Good for all skill levels,Foundations / Platform,Data Scientist/Analyst,conf.splunk.com/files/2017/recordings/deeper-insights-into-human-bias-in-algorithms-a-fireside-chat-with-industry-experts.mp4,
2017,Delivering Digital Services to Customers: a Real Example of DevOps Optimization Using Splunk,"Philippe Ensarguet, CTO, Orange Application for Business","Like other companies in the IT services industry, Orange Application for Business is facing pressure from customers to deliver more quality software in less time. This is what we called the Daft Punk syndrome: ""better, cheaper, stronger, faster."" We are also living in a world where development needs to be more agile, moving from traditional software to cloud, containers, etc. By describing the Orange ecosystem that was used to develop software for customers, and the issues they were facing, Orange will explain some limitations and complexity of the open source world, and the tactical advantages that the Splunk platform brings to them, in term of visibility, agility and quality, allowing them to shift their business model.",Splunk Enterprise,"IT Operations, Application Delivery",Communications,,DevOps,Breakout Session,Good for all skill levels,IT Operations,Developer,conf.splunk.com/files/2017/recordings/delivering-digital-services-to-customers-a-real-example-of-devops-optimization-using-splunk.mp4,conf.splunk.com/files/2017/slides/delivering-digital-services-to-customers-a-real-example-of-devops-optimization-using-splunk.pdf
2017,Deriving Value in Agile Sprints With Real-Time DevOps Analytics,"Yann Charneau, Tech Architecture Delivery Manager, Accenture; Mark DiFilippo, Automation Architect, Accenture; Bryan McCauley, Consultant, Accenture","By using data from popular DevOps tools and integrating this data into personalized dashboards with DevOps analytics, IT organizations can deliver at the pace a business demands. Attend this session to learn how a large U.S.-based cable operator used DevOps analytics capability to enable real-time feedback across the entire delivery life cycle, providing actionable insight into development velocity, stability and performance. You will learn how an agile IT organization can not only reduce costs but also improve its business impact using advanced DevOps capabilities like e2e visualizations, integrated tracking and alerting, and automation and machine learning.",Splunk Enterprise,"Application Delivery, IT Operations","Technology, Communications",Dev Tools,DevOps,Breakout Session,Intermediate,IT Operations,"Developer, Data Scientist/Analyst, Splunk Technical Champion",conf.splunk.com/files/2017/recordings/deriving-value-in-agile-sprints-with-real-time-devops-analytics.mp4,conf.splunk.com/files/2017/slides/deriving-value-in-agile-sprints-with-real-time-devops-analytics.pdf
2017,Detect Numeric Outliers - Advances,"Iman Makaremi, Senior Data Scientist, Splunk; Matthew Modestino, ITOA Practitioner, Splunk","Last year, we showed how the Detect Numeric Outlier Assistant from MLTK was used and modified for use on metrics with higher dynamics. Since then, we have made to new extensions to it, to improve on the capabilities of this solution.",,"IoT & Industrial Data, IT Operations","Communications, Online Services, Technology","Behavioral Analytics & Machine Learning, Machine Learning",Search / Insights / Analytics,Breakout Session,Intermediate,Foundations / Platform,"Operations Manager, Data Scientist/Analyst, Splunk Technical Champion, Site Reliability/Systems Engineer",conf.splunk.com/files/2017/recordings/detect-numeric-outliers-advances.mp4,conf.splunk.com/files/2017/slides/detect-numeric-outliers-advances.pdf
2017,Do You Really Know My Adversaries? Prove It.,"Kyle Maxwell, Security, Accenture; Tim Plona, Business Solution Architect, Freeport McMoRan; Brandt Varni, TX, Accenture","Last year, we showed how the Detect Numeric Outlier Assistant from MLTK was used and modified for use on metrics with higher dynamics. Since then, we have made to new extensions to it, to improve on the capabilities of this solution.","Splunk Enterprise Security, Splunk Enterprise",Security / Compliance / Fraud,Energy & Utilities,"Security Use Case Development, Applying Threat Intelligence / Context",Security Analytics & Machine Learning,Breakout Session,Intermediate,"Security, Compliance and Fraud","Security Analyst, Data Scientist/Analyst, Architect",conf.splunk.com/files/2017/recordings/do-you-really-know-my-adversaries-prove-it.mp4,conf.splunk.com/files/2017/slides/do-you-really-know-my-adversaries-prove-it.pdf
2017,Docker & Splunk Development: Empowering Splunk Development with Docker - Booz Allen Hamilton (Booz Allen),"Ronald Cooper, Cyber Security Architect, Booz Allen Hamilton; David Kraemer, Senior Solutions Architect, Booz Allen Hamilton","Docker's adoption rate for DevOps continues to grow, almost doubling in the last year. Booz Allen is always researching ways to streamline the Splunk development and testing processes and has identified Docker as a viable solution. This solution will allow Splunk development for many different roles and use cases. In this session, the presenters will briefly cover what Docker is and what the benefits are of using Docker for Splunk development, as well as demonstrating and sharing a scripted deployment of a multi-site clustered Splunk development environment and providing specific use cases that focus on building custom Splunk apps, test configurations, dashboards, saved searches and knowledge objects. Finally, they will provide a brief overview of Docker's native Splunk Logging Driver.",Splunk Enterprise,Application Delivery,Technology,Dev Tools,DevOps,Breakout Session,Good for all skill levels,Developer,"Administrator, Splunk Technical Champion, Architect, Developer, Operations Manager",conf.splunk.com/files/2017/recordings/docker-and-splunk-development-empowering-splunk-development-with-docker-booz-allen-hamilton-booz-allen.mp4,conf.splunk.com/files/2017/slides/docker-splunk-development-empowering-splunk-development-with-docker-booz-allen-hamilton-booz-allen.pdf
2017,Dockerizing Splunk at Scale,"Brian Bingham, Principal Engineer, Splunk; Brent Boe, Sr Software Engineer, Splunk","Docker is a new container technology that allows micro-services to be setup at scale. Running full applications inside of docker can pose interesting challenges. Splunk has create an orchestration for creating containers that run Splunk and create repeatable environments. ORCA can deploy Splunk in any major configuration style, from standalone machines, to heavy forwarders, to index clusters and searchhead clusters. This session is to show and demo our new tools that will be released open source, and discuss what unique issues we ran into with Splunk inside of docker. We'll also discuss what other container softwares we looked at and why we chose to use docker.","Splunk Enterprise Security, Splunk Enterprise","Log Management, Application Delivery, IT Operations","Travel & Transportation, Communications, Media & Entertainment, Energy & Utilities, Financial Services, Technology, Healthcare, Manufacturing, Non-Profit, Aerospace & Defense, Online Services, Public Sector, Retail",,Splunk Administration & Scaling,Breakout Session,Advanced,Foundations / Platform,"Developer, Architect, Administrator, Splunk Technical Champion",conf.splunk.com/files/2017/recordings/dockerizing-splunk-at-scale.mp4,conf.splunk.com/files/2017/slides/dockerizing-splunk-at-scale.pdf
2017,Don't Get Stung by Bad Guys-Get STINGAR (Shared Threat Intelligence for Network Gatekeeping With Automated Response),"Richard Biever, Chief Information Security Officer, Duke University; Jesse Bowling, Manager of Security Operations and Management, Duke University","Duke University will tell the story of our journey in developing STINGAR (Shared Threat Intelligence for Network Gatekeeping with Automated Response), a dynamic, effective threat intelligence program making use of data from our network and systems, information from our sharing partners, and data from our commercial tools. Central to this program was using Splunk to aggregate, correlate and make sense of the data, categorizing it for automated active response, first with our intrusion protection system, and later making use of black-hole routing techniques. We will also discuss our efforts to develop a community around the sharing of threat intelligence, making use of the same infrastructure.","Splunk Enterprise, Splunk Enterprise Security",Security / Compliance / Fraud,Higher Education,"SecOps, Customer Success Story, Applying Threat Intelligence / Context, Adaptive Response, Nerve Center, Search, Automation",Automation / Adaptive Security,Breakout Session,,"Security, Compliance and Fraud","Security Analyst, Administrator, CISO",,
2017,Drive More Value Through Data Source and Use Case Optimization,"David Caradonna, Global Director Business Value Consulting, Splunk","Whether you're new to Splunk or a current user, you're probably wondering what value other organizations are realizing with the Splunk platform and what data sources are most commonly indexed to achieve this value. Come learn about the most common value drivers and a simple approach and tool to identify the right data sources based on your key objectives. We'll also show you techniques to size your data sources and measure the data overlap between groups, so you can better plan your implementation.","Splunk Enterprise Security, Splunk Enterprise","IT Operations, Security / Compliance / Fraud, Application Delivery, Business Analytics",Technology,"Automation, Getting Data In, Best Practices",Splunk Internals,Breakout Session,Good for all skill levels,Foundations / Platform,"Administrator, CTO, CISO, CIO, Security Analyst, Splunk Technical Champion, Architect",conf.splunk.com/files/2017/recordings/drive-more-value-through-data-source-and-use-case-optimization.mp4,conf.splunk.com/files/2017/slides/drive-more-value-through-data-source-and-use-case-optimization.pdf
2017,"Effectively Enhancing our SOC with Sysmon, PowerShell Logging and Machine Learning to Detect and Respond to Today's Threats","Kent Farries, Sr. Systems Analyst, Security Intelligence & Analytics, TransAlta Corporation; Ikenna Nwafor, Sr Systems Analyst, Security Design, TransAlta Corporation","With today's threats, TransAlta needed to improve its managed SOC with the goal of becoming a ""pretty good SOC"" in 2017. We had to look at how we are doing things today, what we should stop doing or automate and what we should be doing tomorrow. We decided that we needed to get better at hunting with limited resources, so we chose to leverage Sysmon, PowerShell logging and machine learning. This session will showcase how we used Splunk to efficiently collect and analyze the logs from thousands of endpoints to understand our security posture. We will also provide some insight from our lessons learned around deployment, tuning and capacity planning.","Splunk Enterprise Security, Splunk Enterprise",Security / Compliance / Fraud,"Travel & Transportation, Manufacturing, Aerospace & Defense, Public Sector, Healthcare, Non-Profit, Higher Education, Online Services, Retail, Technology, Media & Entertainment, Energy & Utilities, Communications, Financial Services","Using Splunk, Platform Extensibility",DevOps,Breakout Session,Advanced,"Security, Compliance and Fraud","Architect, Security Analyst, Administrator",conf.splunk.com/files/2017/recordings/effectively-enhancing-our-soc-with-sysmon-powershell-logging-and-machine-learning-to-detect-and-respond-to-todays-threats.mp4,conf.splunk.com/files/2017/slides/effectively-enhancing-our-soc-with-sysmon-powershell-logging-and-machine-learning-to-detect-and-respond-to-todays-threats.pdf
2017,Ending the Finger-Pointing Between Apps and Network Admins,"David Cavuto, Principal Product Manager, Splunk","Your network is speaking to you! Listen to what your applications are saying. Monitoring the metrics already present in your wire data can be the key to understanding and characterizing their performance. With Splunk Stream, you can collect dozens of metrics at the IP, TCP, and application layer. This session will show you how to characterize the performance of your applications and the network, and how to tell which is the source of trouble.",Splunk Enterprise,IT Operations,"Communications, Energy & Utilities, Media & Entertainment, Financial Services, Manufacturing, Retail, Online Services, Higher Education, Non-Profit, Technology, Travel & Transportation, Healthcare",Analyzing Endpoint Data,Infrastructure Troubleshooting & Monitoring,Breakout Session,Advanced,IT Operations,"Administrator, Operations Manager, Splunk Technical Champion",conf.splunk.com/files/2017/recordings/ending-the-finger-pointing-between-apps-and-network-admins.mp4,conf.splunk.com/files/2017/slides/ending-the-finger-pointing-between-apps-and-network-admins.pdf
2017,Ensuring Customer Satisfaction Through End-To-End Business Process Monitoring Using Splunk ITSI,"Patrick Farrell, Sr. Engineer, Cardinal Health; Michael Hurley, Sr. Software Architect, Cardinal Health","This session will highlight a valuable Splunk ITSI solution that helps Cardinal Health ensure customer satisfaction through the visualization of business-process health. The process features end-to-end correlation across the entire business spectrum, anomaly detection through machine learning and the ability to isolate and fix a problem quickly. The presentation will also include a simulation of this solution, in which the health of an entire business process can be observed within a single pane in near real time. Also discussed will be key considerations and challenges, such as the correlation of data across multiple systems, including SAP.","Splunk Enterprise, Splunk IT Service Intelligence","Business Analytics, IT Operations",Healthcare,"Customer Success Story, Anomaly Detection",ITSI,Breakout Session,Good for all skill levels,IT Operations,Developer,conf.splunk.com/files/2017/recordings/ensuring-customer-satisfaction-through-end-to-end-business-process-monitoring-using-splunk-itsi.mp4,conf.splunk.com/files/2017/slides/ensuring-customer-satisfaction-through-end-to-end-business-process-monitoring-using-splunk-itsi.pdf
2017,Enterprise Security Biology: Dissecting the Splunk Enterprise Security Threat Intelligence Framework,"John Stoner, Staff Security Architect, Splunk","The Splunk Enterprise Security (ES) Threat Intelligence framework has been part of Splunk ES since version 3.0. This session will dive into this framework, covering how observables/indicators for files, URLs, certificates and others can be integrated into the Threat Intel framework and what happens behind the scenes to prepare these diverse indicators for consumption and correlation. During this talk, examples of different techniques to simplify working with threat intelligence will be discussed, including how to disable artifacts, integrate with incident response and perform retrospective analysis of new indicators against old events. Attendees will leave this talk with a greater understanding of the Threat Intel framework and methods to work more effectively with it and Splunk ES.",Splunk Enterprise Security,Security / Compliance / Fraud,,,Threat Detection,Breakout Session,Advanced,"Security, Compliance and Fraud",Security Analyst,conf.splunk.com/files/2017/recordings/enterprise-security-biology-dissecting-the-splunk-enterprise-security-threat-intelligence-framework.mp4,conf.splunk.com/files/2017/slides/enterprise-security-biology-dissecting-the-splunk-enterprise-security-threat-intelligence-framework.pdf
2017,Essentials to Creating Your Own Security Posture Using Splunk Enterprise,"Richard McKee, Cyber Security Incident Response Team, Principal Cyber Security Analyst","Attendees will see examples of how the Nevada National Security Site (NNSS) monitors its security posture using Splunk Enterprise. Showcasing real-time dashboards gives the NNSS IT/Cyber Operations the ability to monitor and alert on insider threat activities, incident response, network forensics and more. Using available logs, network flows and other metrics and sources of data commonly found in most environments, the attendee will gain an understanding of how to use Splunk Enterprise for detecting IOCs and create a more mature security posture.",Splunk Enterprise,Security / Compliance / Fraud,"Public Sector, Aerospace & Defense",,Monitoring & Triaging,Breakout Session,Intermediate,"Security, Compliance and Fraud","Data Scientist/Analyst, Administrator, Security Analyst",conf.splunk.com/files/2017/recordings/essentials-to-creating-your-own-security-posture-using-splunk-enterprise.mp4,conf.splunk.com/files/2017/slides/essentials-to-creating-your-own-security-posture-using-splunk-enterprise.pdf
2017,Expert Panel: Analytics for the Industrial Internet of Things,"Brian Berg, Senior Mgr, ESP Lead DACH & Nordics, Accenture; Robert Frazier, Senior Manager for Cyber Security Architecture, Lockheed Martin; Brian Gilmore, Director, IoT & Industrial Data Ecosystem, Splunk; Jason Oney, CEO, Strategic Maintenance Solutions, Inc.; Andy Robinson, NC, Avid Solutions","The digitization of manufacturing has opened up many opportunities for analytics use cases, like predictive maintenance and asset failure prediction. But where do you start? Come learn industrial IoT data analytics best practices from our panel of industry experts.","Splunk Cloud, Splunk Enterprise",IoT & Industrial Data,Manufacturing,"SecOps, Forensics, Attack Scenarios, Investigation, Anomaly Detection, Security Use Case Development",IoT & Industrial Data,Breakout Session,Intermediate,Internet of Things,"Splunk Technical Champion, Administrator, Architect, Business Manager, CIO, CISO, CTO, Developer, Operations Manager, Security Analyst, Data Scientist/Analyst",conf.splunk.com/files/2017/recordings/expert-panel-analytics-for-the-industrial-internet-of-things.mp4,conf.splunk.com/files/2017/slides/expert-panel-analytics-for-the-industrial-internet-of-things.pdf
